"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
0	1.500000000000000e+00	1.000000000000000e+00	1.161159114217483e+00	8.075112800903872e+02	-1.059774773077523e-02	5.307723083557460e+05	9.999451963975880e+04	2.999955470331936e+02	-1.957271514714064e-05	2.002860091342706e+00	
1	1.479591836734694e+00	1.000000000000000e+00	1.161206006230742e+00	8.075368105611349e+02	-7.964309185265299e-03	5.307923362099210e+05	9.999996454485503e+04	2.999997672717373e+02	-1.266255177532522e-07	2.002828444272820e+00	
2	1.459183673469388e+00	1.000000000000000e+00	1.161265092331709e+00	8.075683912627459e+02	2.212420817580811e-04	5.308174552443353e+05	1.000069423629204e+05	3.000054354227987e+02	2.479415328707547e-05	2.002785940092733e+00	
3	1.438775510204082e+00	1.000000000000000e+00	1.161233121925135e+00	8.075484790852084e+02	6.755610603002516e-03	5.308033025985375e+05	1.000037279901676e+05	3.000040521119471e+02	1.331425059870526e-05	2.002796313162764e+00	
4	1.418367346938776e+00	1.000000000000000e+00	1.161176629909290e+00	8.075201740891357e+02	4.601302830906851e-04	5.307796617436125e+05	9.999668115605722e+04	2.999975064804898e+02	-1.185301408134235e-05	2.002845397631381e+00	
5	1.397959183673469e+00	1.000000000000000e+00	1.161193373072166e+00	8.075316446897493e+02	-2.668545145894480e-03	5.307872807255506e+05	9.999815742325537e+04	2.999976096861530e+02	-6.580631230826841e-06	2.002844623703136e+00	
6	1.377551020408163e+00	1.000000000000000e+00	1.161220681760881e+00	8.075442094732241e+02	1.510884363071475e-03	5.307984867410487e+05	1.000017860800922e+05	3.000014404030421e+02	6.378857472009260e-06	2.002815897766633e+00	
7	1.357142857142857e+00	1.000000000000000e+00	1.161195910442322e+00	8.075293054342444e+02	-1.230509873332208e-03	5.307876251620715e+05	9.999919134151838e+04	3.000000559312409e+02	-2.888066005782873e-06	2.002826279664143e+00	
8	1.336734693877551e+00	1.000000000000000e+00	1.161212997655096e+00	8.075417420759306e+02	6.862550772069241e-04	5.307955458167352e+05	1.000005528316694e+05	2.999997258839851e+02	1.974398819116427e-06	2.002828754633523e+00	
9	1.316326530612245e+00	1.000000000000000e+00	1.161201390934311e+00	8.075326719857987e+02	-1.752113185295797e-04	5.307900419507597e+05	9.999975167492659e+04	3.000003210349812e+02	-8.868752621700490e-07	2.002824291696939e+00	
10	1.295918367346939e+00	1.000000000000000e+00	1.161207405025930e+00	8.075378301321584e+02	7.199356042296914e-05	5.307929848979607e+05	1.000000757127676e+05	2.999997393939864e+02	2.704027413918604e-07	2.002828653323686e+00	
