"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
0	1.500000000000000e+00	1.000000000000000e+00	1.161245722024678e+00	8.075570346828952e+02	-2.425434023106133e-02	5.308090049299146e+05	1.000048476402716e+05	3.000041557512643e+02	1.731300096991098e-05	2.002795455165272e+00	
1	1.479591836734694e+00	1.000000000000000e+00	1.161352483893105e+00	8.076127828797615e+02	1.415941878228842e-03	5.308541370035576e+05	1.000177193694596e+05	3.000151869970038e+02	6.328346235563265e-05	2.002712766161818e+00	
2	1.459183673469388e+00	1.000000000000000e+00	1.161285196624547e+00	8.075776764167542e+02	1.053099732416541e-02	5.308257118082619e+05	1.000096066584760e+05	3.000082340350414e+02	3.430949455702961e-05	2.002764953377611e+00	
3	1.438775510204082e+00	1.000000000000000e+00	1.161207423288260e+00	8.075370801689595e+02	4.788416974549927e-03	5.307928442298917e+05	1.000002298265037e+05	3.000001970163346e+02	8.208089419245622e-07	2.002825234263051e+00	
4	1.418367346938776e+00	1.000000000000000e+00	1.161189240045735e+00	8.075275854001161e+02	4.432937527647448e-04	5.307851575451001e+05	9.999803756870764e+04	2.999983179004005e+02	-7.008683186982777e-06	2.002839320434666e+00	
5	1.397959183673469e+00	1.000000000000000e+00	1.161193481715976e+00	8.075297974947155e+02	-9.538657999113934e-04	5.307869487018009e+05	9.999854896259750e+04	2.999987562479194e+02	-5.182276437491445e-06	2.002836027560895e+00	
6	1.377551020408163e+00	1.000000000000000e+00	1.161202066156778e+00	8.075342780015158e+02	-7.860462203714582e-04	5.307905762007466e+05	9.999958393723202e+04	2.999996433744871e+02	-1.485938457075723e-06	2.002829372348381e+00	
7	1.357142857142857e+00	1.000000000000000e+00	1.161206573102336e+00	8.075366308566020e+02	-2.418141379215453e-04	5.307924810578292e+05	1.000001273139260e+05	3.000001091262293e+02	4.546925929129690e-07	2.002825879622315e+00	
8	1.336734693877551e+00	1.000000000000000e+00	1.161207100779673e+00	8.075369065992843e+02	4.557029015494744e-05	5.307927042669100e+05	1.000001909330009e+05	3.000001636567293e+02	6.819035745658248e-07	2.002825471357924e+00	
9	1.316326530612245e+00	1.000000000000000e+00	1.161206319830880e+00	8.075364990833064e+02	9.439931259822962e-05	5.307923743237328e+05	1.000000967783815e+05	3.000000829528758e+02	3.456370767837923e-07	2.002826077007761e+00	
10	1.295918367346939e+00	1.000000000000000e+00	1.161205641390264e+00	8.075361449523010e+02	5.143835631290555e-05	5.307920876155575e+05	1.000000149826076e+05	3.000000128422358e+02	5.350931299160169e-08	2.002826602897135e+00	
11	1.275510204081633e+00	1.000000000000000e+00	1.161205393866079e+00	8.075360157172257e+02	9.903354054841143e-06	5.307919829892599e+05	9.999998514001216e+04	2.999999872628672e+02	-5.307138516010518e-08	2.002826794682583e+00	
12	1.255102040816326e+00	1.000000000000000e+00	1.161205402236002e+00	8.075360200637991e+02	-6.487695975975686e-06	5.307919865108412e+05	9.999998614912643e+04	2.999999881278221e+02	-4.946740560366640e-08	2.002826788139269e+00	
13	1.234693877551021e+00	1.000000000000000e+00	1.161205470608216e+00	8.075360557457127e+02	-6.845528339492504e-06	5.307920154000720e+05	9.999999439237868e+04	2.999999951934678e+02	-2.002721900810554e-08	2.002826735123849e+00	
14	1.214285714285714e+00	1.000000000000000e+00	1.161205514371368e+00	8.075360785901320e+02	-2.935198199975244e-06	5.307920338950336e+05	9.999999966865512e+04	2.999999997159907e+02	-1.183374583238869e-09	2.002826701203597e+00	
15	1.193877551020408e+00	1.000000000000000e+00	1.161205526554809e+00	8.075360849520322e+02	-2.586290823693735e-07	5.307920390454179e+05	1.000000011375437e+05	3.000000009750377e+02	4.062655976408029e-09	2.002826691765653e+00	
